 ,Area,Mean,Min,Max
574,6780,255,255,255
575,4262,255,255,255
576,506,255,255,255
577,296,255,255,255
578,6379,255,255,255
579,1854,255,255,255
580,3008,255,255,255
581,1616,255,255,255
582,7481,255,255,255
583,1033,255,255,255
584,433,255,255,255
585,1597,255,255,255
586,5576,255,255,255
587,10792,255,255,255
588,305,255,255,255
589,1459,255,255,255
590,7848,255,255,255
591,2144,255,255,255
592,8002,255,255,255
593,2080,255,255,255
594,3098,255,255,255
595,1934,255,255,255
596,7142,255,255,255
597,366,255,255,255
598,417,255,255,255
599,1587,255,255,255
600,5798,255,255,255
601,322,255,255,255
602,10956,255,255,255
603,6297,255,255,255
604,3402,255,255,255
605,650,255,255,255
606,272,255,255,255
607,16458,255,255,255
608,1989,255,255,255
609,1783,255,255,255
610,1863,255,255,255
611,268,255,255,255
612,285,255,255,255
613,399,255,255,255
614,1682,255,255,255
615,6079,255,255,255
616,10811,255,255,255
617,333,255,255,255
618,6526,255,255,255
619,1378,255,255,255
620,735,255,255,255
621,1935,255,255,255
622,349,255,255,255
623,313,255,255,255
624,2064,255,255,255
625,17631,255,255,255
626,1793,255,255,255
627,291,255,255,255
628,373,255,255,255
629,7798,255,255,255
630,7105,255,255,255
631,283,255,255,255
632,6649,255,255,255
633,4005,255,255,255
634,3756,255,255,255
635,712,255,255,255
636,277,255,255,255
637,2022,255,255,255
638,17793,255,255,255
639,1836,255,255,255
640,356,255,255,255
641,388,255,255,255
642,1746,255,255,255
643,5822,255,255,255
644,5587,255,255,255
645,1545,255,255,255
646,3675,255,255,255
647,547,255,255,255
648,5011,255,255,255
649,1402,255,255,255
650,1229,255,255,255
651,699,255,255,255
652,2783,255,255,255
653,7052,255,255,255
654,1787,255,255,255
655,3607,255,255,255
656,1872,255,255,255
657,371,255,255,255
658,7453,255,255,255
659,542,255,255,255
660,375,255,255,255
661,1585,255,255,255
662,6013,255,255,255
663,10298,255,255,255
664,696,255,255,255
665,6940,255,255,255
666,1415,255,255,255
667,618,255,255,255
668,386,255,255,255
669,472,255,255,255
670,1607,255,255,255
671,1857,255,255,255
672,14636,255,255,255
673,4595,255,255,255
674,1870,255,255,255
675,352,255,255,255
676,426,255,255,255
677,1597,255,255,255
678,5883,255,255,255
679,10120,255,255,255
680,259,255,255,255
681,1132,255,255,255
682,1490,255,255,255
683,6582,255,255,255
684,901,255,255,255
685,1912,255,255,255
686,703,255,255,255
687,14514,255,255,255
688,1611,255,255,255
689,4814,255,255,255
690,1731,255,255,255
691,406,255,255,255
692,1708,255,255,255
693,5845,255,255,255
694,6070,255,255,255
695,369,255,255,255
696,1179,255,255,255
697,2768,255,255,255
698,4126,255,255,255
699,1191,255,255,255
700,5070,255,255,255
701,1883,255,255,255
702,823,255,255,255
703,19202,255,255,255
704,1836,255,255,255
705,1724,255,255,255
706,384,255,255,255
707,374,255,255,255
708,7593,255,255,255
709,10056,255,255,255
710,459,255,255,255
711,1134,255,255,255
712,8182,255,255,255
713,1225,255,255,255
714,2759,255,255,255
715,6583,255,255,255
716,1801,255,255,255
717,5014,255,255,255
718,1706,255,255,255
719,7893,255,255,255
720,380,255,255,255
721,306,255,255,255
722,7538,255,255,255
723,9654,255,255,255
724,564,255,255,255
725,1071,255,255,255
726,1338,255,255,255
727,7952,255,255,255
728,2339,255,255,255
729,441,255,255,255
730,3704,255,255,255
731,1859,255,255,255
732,5005,255,255,255
733,1599,255,255,255
734,2317,255,255,255
735,8597,255,255,255
736,380,255,255,255
737,7834,255,255,255
738,9991,255,255,255
739,546,255,255,255
740,1266,255,255,255
741,1372,255,255,255
742,6430,255,255,255
743,1826,255,255,255
744,2714,255,255,255
745,275,255,255,255
746,1905,255,255,255
747,11340,255,255,255
748,1902,255,255,255
749,7766,255,255,255
750,256,255,255,255
751,335,255,255,255
752,9130,255,255,255
753,11289,255,255,255
754,597,255,255,255
755,7936,255,255,255
756,2154,255,255,255
757,481,255,255,255
758,273,255,255,255
759,1923,255,255,255
760,14394,255,255,255
761,5359,255,255,255
762,2090,255,255,255
763,610,255,255,255
764,360,255,255,255
765,8035,255,255,255
766,5775,255,255,255
767,403,255,255,255
768,1274,255,255,255
769,4092,255,255,255
770,1233,255,255,255
771,7626,255,255,255
772,2246,255,255,255
773,572,255,255,255
774,2012,255,255,255
775,14061,255,255,255
776,5302,255,255,255
777,2179,255,255,255
778,554,255,255,255
779,7752,255,255,255
780,5411,255,255,255
781,486,255,255,255
782,1282,255,255,255
783,4157,255,255,255
784,1433,255,255,255
785,8411,255,255,255
786,1766,255,255,255
787,520,255,255,255
788,2055,255,255,255
789,6356,255,255,255
790,5137,255,255,255
791,2194,255,255,255
792,7720,255,255,255
793,280,255,255,255
794,401,255,255,255
795,357,255,255,255
796,7665,255,255,255
797,10640,255,255,255
798,548,255,255,255
799,1391,255,255,255
800,8231,255,255,255
801,2162,255,255,255
802,605,255,255,255
803,1984,255,255,255
804,6444,255,255,255
805,4991,255,255,255
806,2051,255,255,255
807,8040,255,255,255
808,300,255,255,255
809,403,255,255,255
810,378,255,255,255
811,7718,255,255,255
812,10640,255,255,255
813,590,255,255,255
814,1341,255,255,255
815,8246,255,255,255
816,2530,255,255,255
817,379,255,255,255
818,1870,255,255,255
819,3802,255,255,255
820,1602,255,255,255
821,2039,255,255,255
822,355,255,255,255
823,3007,255,255,255
824,11164,255,255,255
825,7544,255,255,255
826,11233,255,255,255
827,437,255,255,255
828,1319,255,255,255
829,924,255,255,255
830,2834,255,255,255
831,4688,255,255,255
832,2259,255,255,255
833,490,255,255,255
834,291,255,255,255
835,1931,255,255,255
836,3723,255,255,255
837,5282,255,255,255
838,2015,255,255,255
839,10811,255,255,255
840,7963,255,255,255
841,11096,255,255,255
842,489,255,255,255
843,1270,255,255,255
844,2657,255,255,255
845,5598,255,255,255
846,2611,255,255,255
847,1883,255,255,255
848,3973,255,255,255
849,4888,255,255,255
850,2093,255,255,255
851,10447,255,255,255
852,321,255,255,255
853,359,255,255,255
854,347,255,255,255
855,7803,255,255,255
856,6793,255,255,255
857,496,255,255,255
858,4020,255,255,255
859,2996,255,255,255
860,1343,255,255,255
861,5253,255,255,255
862,3028,255,255,255
863,1828,255,255,255
864,14075,255,255,255
865,4541,255,255,255
866,2019,255,255,255
867,526,255,255,255
868,273,255,255,255
869,7782,255,255,255
870,11117,255,255,255
871,438,255,255,255
872,2877,255,255,255
873,1496,255,255,255
874,5315,255,255,255
875,2504,255,255,255
876,2016,255,255,255
877,6482,255,255,255
878,5082,255,255,255
879,1909,255,255,255
880,7537,255,255,255
881,475,255,255,255
882,283,255,255,255
883,1871,255,255,255
884,7122,255,255,255
885,10580,255,255,255
886,530,255,255,255
887,2417,255,255,255
888,5381,255,255,255
889,2789,255,255,255
890,360,255,255,255
891,14234,255,255,255
892,1854,255,255,255
893,5086,255,255,255
894,1887,255,255,255
895,289,255,255,255
896,1802,255,255,255
897,7276,255,255,255
898,5416,255,255,255
899,330,255,255,255
900,1333,255,255,255
901,3970,255,255,255
902,2898,255,255,255
903,5342,255,255,255
904,2921,255,255,255
905,13803,255,255,255
906,1761,255,255,255
907,4965,255,255,255
908,1854,255,255,255
909,475,255,255,255
910,324,255,255,255
911,1633,255,255,255
912,6233,255,255,255
913,5678,255,255,255
914,425,255,255,255
915,1491,255,255,255
916,3991,255,255,255
917,1575,255,255,255
918,3201,255,255,255
919,5428,255,255,255
920,2160,255,255,255
921,594,255,255,255
922,1726,255,255,255
923,13877,255,255,255
924,4998,255,255,255
925,1824,255,255,255
926,538,255,255,255
927,303,255,255,255
928,1696,255,255,255
929,6037,255,255,255
930,11413,255,255,255
931,527,255,255,255
932,3752,255,255,255
933,8667,255,255,255
934,514,255,255,255
935,1745,255,255,255
936,14055,255,255,255
937,4895,255,255,255
938,1937,255,255,255
939,558,255,255,255
940,290,255,255,255
941,1634,255,255,255
942,6101,255,255,255
943,11298,255,255,255
944,423,255,255,255
945,1193,255,255,255
946,8662,255,255,255
947,262,255,255,255
948,2799,255,255,255
949,1940,255,255,255
950,13962,255,255,255
951,3875,255,255,255
952,1873,255,255,255
953,1097,255,255,255
954,520,255,255,255
955,343,255,255,255
956,1584,255,255,255
957,6373,255,255,255
958,11036,255,255,255
959,556,255,255,255
960,2902,255,255,255
961,1152,255,255,255
962,5784,255,255,255
963,396,255,255,255
964,2094,255,255,255
965,449,255,255,255
966,1856,255,255,255
967,14291,255,255,255
968,4812,255,255,255
969,2066,255,255,255
970,290,255,255,255
971,637,255,255,255
972,276,255,255,255
973,7647,255,255,255
974,11188,255,255,255
975,554,255,255,255
976,2831,255,255,255
977,4206,255,255,255
978,5668,255,255,255
979,3729,255,255,255
980,1741,255,255,255
981,5205,255,255,255
982,1930,255,255,255
983,10211,255,255,255
984,583,255,255,255
985,278,255,255,255
986,8267,255,255,255
987,11195,255,255,255
988,485,255,255,255
989,8577,255,255,255
990,1327,255,255,255
991,2406,255,255,255
992,375,255,255,255
993,272,255,255,255
994,1915,255,255,255
995,3467,255,255,255
996,5293,255,255,255
997,1977,255,255,255
998,10488,255,255,255
999,492,255,255,255
1000,271,255,255,255
1001,1624,255,255,255
1002,6354,255,255,255
1003,10926,255,255,255
1004,424,255,255,255
1005,1469,255,255,255
1006,2831,255,255,255
1007,5458,255,255,255
1008,2604,255,255,255
1009,1852,255,255,255
1010,6554,255,255,255
1011,5317,255,255,255
1012,1942,255,255,255
1013,7042,255,255,255
1014,584,255,255,255
1015,255,255,255,255
1016,1624,255,255,255
1017,8225,255,255,255
1018,10924,255,255,255
1019,460,255,255,255
1020,2939,255,255,255
1021,5598,255,255,255
1022,2214,255,255,255
1023,805,255,255,255
1024,1829,255,255,255
1025,3467,255,255,255
1026,1710,255,255,255
1027,1937,255,255,255
1028,3076,255,255,255
1029,2748,255,255,255
1030,314,255,255,255
1031,7181,255,255,255
1032,635,255,255,255
1033,278,255,255,255
1034,9563,255,255,255
1035,10733,255,255,255
1036,564,255,255,255
1037,325,255,255,255
1038,8126,255,255,255
1039,565,255,255,255
1040,2053,255,255,255
1041,278,255,255,255
1042,3351,255,255,255
1043,1738,255,255,255
1044,5525,255,255,255
1045,1820,255,255,255
1046,10130,255,255,255
1047,499,255,255,255
1048,1639,255,255,255
1049,7837,255,255,255
1050,10839,255,255,255
1051,489,255,255,255
1052,2763,255,255,255
1053,5506,255,255,255
1054,2030,255,255,255
1055,387,255,255,255
1056,446,255,255,255
1057,1822,255,255,255
1058,6841,255,255,255
1059,1902,255,255,255
1060,1904,255,255,255
1061,3035,255,255,255
1062,278,255,255,255
1063,6853,255,255,255
1064,667,255,255,255
1065,1727,255,255,255
1066,10439,255,255,255
1067,10921,255,255,255
1068,423,255,255,255
1069,2761,255,255,255
1070,5660,255,255,255
1071,1693,255,255,255
1072,6612,255,255,255
1073,2025,255,255,255
1074,1876,255,255,255
1075,3151,255,255,255
1076,277,255,255,255
1077,7095,255,255,255
1078,575,255,255,255
1079,1644,255,255,255
1080,6354,255,255,255
1081,11388,255,255,255
1082,498,255,255,255
1083,3765,255,255,255
1084,388,255,255,255
1085,2518,255,255,255
1086,5531,255,255,255
1087,347,255,255,255
1088,1888,255,255,255
1089,13855,255,255,255
1090,2213,255,255,255
1091,1925,255,255,255
1092,3313,255,255,255
1093,569,255,255,255
1094,1600,255,255,255
1095,5992,255,255,255
1096,9563,255,255,255
1097,496,255,255,255
1098,1198,255,255,255
1099,3909,255,255,255
1100,2771,255,255,255
1101,3974,255,255,255
1102,1195,255,255,255
1103,13546,255,255,255
1104,1617,255,255,255
1105,2187,255,255,255
1106,1864,255,255,255
1107,3064,255,255,255
1108,449,255,255,255
1109,1718,255,255,255
1110,6575,255,255,255
1111,10863,255,255,255
1112,428,255,255,255
1113,741,255,255,255
1114,2775,255,255,255
1115,4121,255,255,255
1116,2978,255,255,255
1117,1215,255,255,255
1118,1756,255,255,255
1119,13479,255,255,255
1120,2004,255,255,255
1121,310,255,255,255
1122,1872,255,255,255
1123,3299,255,255,255
1124,643,255,255,255
1125,9488,255,255,255
1126,9028,255,255,255
1127,402,255,255,255
1128,1485,255,255,255
1129,2909,255,255,255
1130,5530,255,255,255
1131,2696,255,255,255
1132,13316,255,255,255
1133,1622,255,255,255
1134,2046,255,255,255
1135,1949,255,255,255
1136,3232,255,255,255
1137,535,255,255,255
1138,1542,255,255,255
1139,7593,255,255,255
1140,9228,255,255,255
1141,408,255,255,255
1142,1424,255,255,255
1143,8360,255,255,255
1144,2684,255,255,255
1145,1649,255,255,255
1146,13751,255,255,255
1147,5613,255,255,255
1148,1780,255,255,255
1149,382,255,255,255
1150,1530,255,255,255
1151,8109,255,255,255
1152,9032,255,255,255
1153,471,255,255,255
1154,1393,255,255,255
1155,8391,255,255,255
1156,2837,255,255,255
1157,1651,255,255,255
1158,13211,255,255,255
1159,5580,255,255,255
1160,1816,255,255,255
1161,446,255,255,255
1162,1524,255,255,255
1163,7585,255,255,255
1164,9194,255,255,255
1165,1394,255,255,255
1166,385,255,255,255
1167,8529,255,255,255
1168,2849,255,255,255
1169,13399,255,255,255
1170,1541,255,255,255
1171,5543,255,255,255
1172,1768,255,255,255
1173,491,255,255,255
1174,9089,255,255,255
1175,8994,255,255,255
1176,437,255,255,255
1177,1364,255,255,255
1178,8632,255,255,255
1179,3269,255,255,255
1180,13523,255,255,255
1181,1602,255,255,255
1182,2005,255,255,255
1183,1794,255,255,255
1184,3316,255,255,255
1185,406,255,255,255
1186,9092,255,255,255
1187,9210,255,255,255
1188,373,255,255,255
1189,1323,255,255,255
1190,7758,255,255,255
1191,532,255,255,255
1192,2904,255,255,255
1193,1739,255,255,255
1194,18518,255,255,255
1195,1719,255,255,255
1196,414,255,255,255
1197,1546,255,255,255
1198,6359,255,255,255
1199,10813,255,255,255
1200,407,255,255,255
1201,980,255,255,255
1202,3066,255,255,255
1203,4946,255,255,255
1204,2911,255,255,255
1205,6204,255,255,255
1206,1674,255,255,255
1207,5562,255,255,255
1208,1772,255,255,255
1209,6963,255,255,255
1210,552,255,255,255
1211,8228,255,255,255
1212,9367,255,255,255
1213,405,255,255,255
1214,969,255,255,255
1215,889,255,255,255
1216,8023,255,255,255
1217,2676,255,255,255
1218,1812,255,255,255
1219,13104,255,255,255
1220,2094,255,255,255
1221,1737,255,255,255
1222,3463,255,255,255
1223,459,255,255,255
1224,8176,255,255,255
1225,9075,255,255,255
1226,436,255,255,255
1227,1586,255,255,255
1228,861,255,255,255
1229,8223,255,255,255
1230,2955,255,255,255
1231,1756,255,255,255
1232,13102,255,255,255
1233,2045,255,255,255
1234,3822,255,255,255
1235,1699,255,255,255
1236,546,255,255,255
1237,9453,255,255,255
1238,9526,255,255,255
1239,307,255,255,255
1240,1305,255,255,255
1241,8338,255,255,255
1242,2346,255,255,255
1243,329,255,255,255
1244,1753,255,255,255
1245,13231,255,255,255
1246,5564,255,255,255
1247,1710,255,255,255
1248,551,255,255,255
1249,1891,255,255,255
1250,7451,255,255,255
1251,9090,255,255,255
1252,1457,255,255,255
1253,357,255,255,255
1254,8105,255,255,255
1255,2413,255,255,255
1256,271,255,255,255
1257,1670,255,255,255
1258,18663,255,255,255
1259,1629,255,255,255
1260,465,255,255,255
1261,1630,255,255,255
1262,7604,255,255,255
1263,9356,255,255,255
1264,299,255,255,255
1265,1696,255,255,255
1266,8056,255,255,255
1267,2475,255,255,255
1268,353,255,255,255
1269,1576,255,255,255
1270,13418,255,255,255
1271,5586,255,255,255
1272,1657,255,255,255
1273,442,255,255,255
1274,1704,255,255,255
1275,7435,255,255,255
1276,9275,255,255,255
1277,1708,255,255,255
1278,8157,255,255,255
1279,2507,255,255,255
1280,277,255,255,255
1281,13990,255,255,255
1282,1761,255,255,255
1283,6001,255,255,255
1284,1753,255,255,255
1285,1765,255,255,255
1286,7591,255,255,255
1287,9132,255,255,255
1288,1646,255,255,255
1289,284,255,255,255
1290,8163,255,255,255
