Slice,Count,Total Area,Average Size,%Area,Mean
1518,14,38885,2777.500,6.076,255
1519,10,37352,3735.200,5.836,255
1520,12,39258,3271.500,6.134,255
1521,6,37371,6228.500,5.839,255
1522,12,38152,3179.333,5.961,255
1523,11,38581,3507.364,6.028,255
1524,12,38591,3215.917,6.030,255
1525,15,38633,2575.533,6.036,255
1526,15,38114,2540.933,5.955,255
1527,12,37671,3139.250,5.886,255
1528,14,38259,2732.786,5.978,255
1529,15,38476,2565.067,6.012,255
1530,13,39762,3058.615,6.213,255
1531,12,39281,3273.417,6.138,255
1532,12,37216,3101.333,5.815,255
1533,8,38343,4792.875,5.991,255
1534,7,37868,5409.714,5.917,255
1535,11,38045,3458.636,5.945,255
1536,10,37236,3723.600,5.818,255
1537,10,37285,3728.500,5.826,255
1538,10,36928,3692.800,5.770,255
1539,14,39156,2796.857,6.118,255
1540,8,36425,4553.125,5.691,255
1541,11,38060,3460.000,5.947,255
1542,9,37154,4128.222,5.805,255
1543,14,38146,2724.714,5.960,255
1544,9,37714,4190.444,5.893,255
1545,16,39344,2459.000,6.147,255
1546,11,38373,3488.455,5.996,255
1547,12,38452,3204.333,6.008,255
1548,9,37774,4197.111,5.902,255
1549,8,37777,4722.125,5.903,255
1550,13,38915,2993.462,6.080,255
1551,9,37673,4185.889,5.886,255
1552,7,36499,5214.143,5.703,255
1553,7,36851,5264.429,5.758,255
1554,11,38050,3459.091,5.945,255
1555,8,37737,4717.125,5.896,255
1556,10,38857,3885.700,6.071,255
1557,11,38197,3472.455,5.968,255
1558,10,37156,3715.600,5.806,255
1559,13,37539,2887.615,5.865,255
1560,11,37398,3399.818,5.843,255
1561,11,36521,3320.091,5.706,255
1562,13,37018,2847.538,5.784,255
1563,11,35853,3259.364,5.602,255
1564,11,35829,3257.182,5.598,255
1565,10,36360,3636.000,5.681,255
1566,12,36687,3057.250,5.732,255
1567,7,36894,5270.571,5.765,255
1568,10,38666,3866.600,6.042,255
1569,10,38598,3859.800,6.031,255
1570,9,36752,4083.556,5.742,255
1571,11,38704,3518.545,6.048,255
1572,9,36746,4082.889,5.742,255
1573,7,35903,5129.000,5.610,255
1574,9,36082,4009.111,5.638,255
1575,4,34062,8515.500,5.322,255
1576,10,36160,3616.000,5.650,255
1577,6,35381,5896.833,5.528,255
1578,10,36695,3669.500,5.734,255
1579,7,36043,5149.000,5.632,255
1580,9,36917,4101.889,5.768,255
1581,6,36736,6122.667,5.740,255
1582,11,36064,3278.545,5.635,255
1583,10,36384,3638.400,5.685,255
1584,10,36247,3624.700,5.664,255
1585,12,37632,3136.000,5.880,255
1586,10,37300,3730.000,5.828,255
1587,8,35639,4454.875,5.569,255
1588,9,35329,3925.444,5.520,255
1589,8,34527,4315.875,5.395,255
1590,13,37214,2862.615,5.815,255
1591,12,35631,2969.250,5.567,255
1592,10,35649,3564.900,5.570,255
1593,6,35282,5880.333,5.513,255
1594,5,35482,7096.400,5.544,255
1595,5,35613,7122.600,5.565,255
1596,8,35600,4450.000,5.562,255
1597,7,35280,5040.000,5.513,255
1598,7,34696,4956.571,5.421,255
1599,7,34495,4927.857,5.390,255
1600,7,35123,5017.571,5.488,255
1601,9,36108,4012.000,5.642,255
1602,5,36210,7242.000,5.658,255
1603,5,34987,6997.400,5.467,255
1604,8,35226,4403.250,5.504,255
1605,6,33874,5645.667,5.293,255
1606,7,34918,4988.286,5.456,255
1607,10,35755,3575.500,5.587,255
1608,7,34897,4985.286,5.453,255
1609,8,34228,4278.500,5.348,255
1610,8,34850,4356.250,5.445,255
1611,8,34765,4345.625,5.432,255
1612,9,35356,3928.444,5.524,255
1613,8,35283,4410.375,5.513,255
1614,11,35697,3245.182,5.578,255
1615,8,36433,4554.125,5.693,255
1616,7,35888,5126.857,5.607,255
1617,8,37098,4637.250,5.797,255
1618,10,36423,3642.300,5.691,255
1619,8,35660,4457.500,5.572,255
1620,9,36787,4087.444,5.748,255
1621,7,35806,5115.143,5.595,255
1622,6,34709,5784.833,5.423,255
1623,6,34488,5748.000,5.389,255
1624,10,35808,3580.800,5.595,255
1625,10,36659,3665.900,5.728,255
1626,9,36254,4028.222,5.665,255
1627,7,35107,5015.286,5.485,255
1628,8,36307,4538.375,5.673,255
1629,9,35808,3978.667,5.595,255
1630,6,34285,5714.167,5.357,255
1631,5,33805,6761.000,5.282,255
1632,4,33744,8436.000,5.272,255
1633,8,35425,4428.125,5.535,255
1634,6,35389,5898.167,5.530,255
1635,5,34962,6992.400,5.463,255
1636,6,34739,5789.833,5.428,255
1637,6,34692,5782.000,5.421,255
1638,7,34501,4928.714,5.391,255
1639,8,34415,4301.875,5.377,255
1640,6,35583,5930.500,5.560,255
1641,5,35027,7005.400,5.473,255
1642,5,35295,7059.000,5.515,255
1643,6,35564,5927.333,5.557,255
1644,6,34978,5829.667,5.465,255
1645,4,36041,9010.250,5.631,255
1646,5,36047,7209.400,5.632,255
1647,7,37019,5288.429,5.784,255
1648,5,34998,6999.600,5.468,255
1649,6,34566,5761.000,5.401,255
1650,7,34326,4903.714,5.363,255
1651,5,34820,6964.000,5.441,255
1652,9,36000,4000.000,5.625,255
1653,9,35496,3944.000,5.546,255
1654,4,34396,8599.000,5.374,255
1655,4,34477,8619.250,5.387,255
1656,7,35494,5070.571,5.546,255
1657,6,34380,5730.000,5.372,255
1658,4,34270,8567.500,5.355,255
1659,5,33698,6739.600,5.265,255
1660,8,35296,4412.000,5.515,255
1661,6,34809,5801.500,5.439,255
1662,7,33847,4835.286,5.289,255
1663,5,33301,6660.200,5.203,255
1664,6,34469,5744.833,5.386,255
1665,6,34421,5736.833,5.378,255
1666,8,34542,4317.750,5.397,255
1667,6,33624,5604.000,5.254,255
1668,8,34908,4363.500,5.454,255
1669,6,34797,5799.500,5.437,255
1670,5,34303,6860.600,5.360,255
1671,5,32952,6590.400,5.149,255
1672,5,33316,6663.200,5.206,255
1673,6,33124,5520.667,5.176,255
1674,8,34097,4262.125,5.328,255
1675,8,33568,4196.000,5.245,255
1676,9,34600,3844.444,5.406,255
1677,3,32238,10746.000,5.037,255
1678,4,32125,8031.250,5.020,255
1679,5,32914,6582.800,5.143,255
1680,7,33359,4765.571,5.212,255
1681,5,33117,6623.400,5.175,255
1682,10,34010,3401.000,5.314,255
1683,12,34995,2916.250,5.468,255
1684,8,34718,4339.750,5.425,255
1685,12,34321,2860.083,5.363,255
1686,9,33943,3771.444,5.304,255
1687,7,34477,4925.286,5.387,255
1688,9,33535,3726.111,5.240,255
1689,9,33878,3764.222,5.293,255
1690,9,34098,3788.667,5.328,255
1691,7,33536,4790.857,5.240,255
1692,9,33975,3775.000,5.309,255
1693,8,33876,4234.500,5.293,255
1694,7,33935,4847.857,5.302,255
1695,5,32602,6520.400,5.094,255
1696,7,33457,4779.571,5.228,255
1697,5,33513,6702.600,5.236,255
1698,7,33332,4761.714,5.208,255
1699,7,33244,4749.143,5.194,255
1700,8,34113,4264.125,5.330,255
1701,9,34271,3807.889,5.355,255
1702,11,34160,3105.455,5.338,255
1703,9,35004,3889.333,5.469,255
1704,8,33073,4134.125,5.168,255
1705,12,35020,2918.333,5.472,255
1706,8,33705,4213.125,5.266,255
1707,7,34082,4868.857,5.325,255
1708,7,32868,4695.429,5.136,255
1709,9,34365,3818.333,5.370,255
1710,9,33085,3676.111,5.170,255
1711,9,34146,3794.000,5.335,255
1712,6,33333,5555.500,5.208,255
1713,7,33257,4751.000,5.196,255
1714,8,33976,4247.000,5.309,255
1715,9,33457,3717.444,5.228,255
1716,10,33758,3375.800,5.275,255
1717,9,33799,3755.444,5.281,255
1718,8,33909,4238.625,5.298,255
1719,6,32319,5386.500,5.050,255
1720,9,34782,3864.667,5.435,255
1721,10,34141,3414.100,5.335,255
1722,8,34185,4273.125,5.341,255
1723,9,35079,3897.667,5.481,255
1724,7,34518,4931.143,5.393,255
1725,10,35080,3508.000,5.481,255
1726,9,34915,3879.444,5.455,255
1727,10,35294,3529.400,5.515,255
1728,9,34589,3843.222,5.405,255
1729,7,34916,4988.000,5.456,255
1730,9,36221,4024.556,5.660,255
1731,7,34692,4956.000,5.421,255
1732,8,34282,4285.250,5.357,255
1733,8,35067,4383.375,5.479,255
1734,8,36032,4504.000,5.630,255
1735,8,34812,4351.500,5.439,255
1736,6,34672,5778.667,5.418,255
1737,8,35357,4419.625,5.525,255
1738,10,35204,3520.400,5.501,255
1739,8,34422,4302.750,5.378,255
1740,9,36086,4009.556,5.638,255
1741,12,36240,3020.000,5.662,255
1742,9,35407,3934.111,5.532,255
1743,10,35313,3531.300,5.518,255
1744,8,33869,4233.625,5.292,255
1745,5,34215,6843.000,5.346,255
1746,7,33705,4815.000,5.266,255
1747,6,34214,5702.333,5.346,255
1748,8,34894,4361.750,5.452,255
1749,7,34302,4900.286,5.360,255
1750,10,35831,3583.100,5.599,255
1751,8,34515,4314.375,5.393,255
1752,7,34914,4987.714,5.455,255
1753,7,34389,4912.714,5.373,255
1754,6,33599,5599.833,5.250,255
1755,6,34591,5765.167,5.405,255
1756,7,34457,4922.429,5.384,255
1757,5,34632,6926.400,5.411,255
1758,7,34141,4877.286,5.335,255
1759,9,34456,3828.444,5.384,255
1760,11,34322,3120.182,5.363,255
1761,10,33688,3368.800,5.264,255
1762,9,32719,3635.444,5.112,255
1763,10,34718,3471.800,5.425,255
1764,7,34839,4977.000,5.444,255
1765,9,35133,3903.667,5.490,255
1766,11,35122,3192.909,5.488,255
1767,9,35198,3910.889,5.500,255
1768,4,33805,8451.250,5.282,255
1769,9,34607,3845.222,5.407,255
1770,8,33996,4249.500,5.312,255
1771,9,34941,3882.333,5.460,255
1772,6,33256,5542.667,5.196,255
1773,10,33984,3398.400,5.310,255
1774,6,33998,5666.333,5.312,255
1775,6,32388,5398.000,5.061,255
1776,8,33069,4133.625,5.167,255
1777,7,32708,4672.571,5.111,255
1778,9,33269,3696.556,5.198,255
1779,8,33170,4146.250,5.183,255
1780,6,32553,5425.500,5.086,255
1781,9,33069,3674.333,5.167,255
1782,9,32097,3566.333,5.015,255
1783,10,33214,3321.400,5.190,255
1784,10,32794,3279.400,5.124,255
1785,9,32641,3626.778,5.100,255
1786,10,32664,3266.400,5.104,255
1787,8,32677,4084.625,5.106,255
1788,4,31528,7882.000,4.926,255
1789,5,30519,6103.800,4.769,255
1790,7,31778,4539.714,4.965,255
1791,11,33754,3068.545,5.274,255
1792,8,32966,4120.750,5.151,255
1793,11,33504,3045.818,5.235,255
1794,11,32919,2992.636,5.144,255
1795,7,31937,4562.429,4.990,255
1796,8,32904,4113.000,5.141,255
1797,11,33155,3014.091,5.180,255
1798,9,32643,3627.000,5.100,255
1799,8,31763,3970.375,4.963,255
1800,10,32091,3209.100,5.014,255
1801,6,30715,5119.167,4.799,255
1802,6,32139,5356.500,5.022,255
1803,5,31055,6211.000,4.852,255
1804,6,30731,5121.833,4.802,255
1805,7,31877,4553.857,4.981,255
1806,8,31655,3956.875,4.946,255
1807,11,32374,2943.091,5.058,255
1808,7,31600,4514.286,4.938,255
1809,10,32074,3207.400,5.012,255
1810,9,32157,3573.000,5.025,255
1811,11,32949,2995.364,5.148,255
1812,12,33582,2798.500,5.247,255
1813,9,32228,3580.889,5.036,255
1814,6,31174,5195.667,4.871,255
1815,9,31174,3463.778,4.871,255
1816,10,33153,3315.300,5.180,255
1817,12,33251,2770.917,5.195,255
1818,9,33746,3749.556,5.273,255
1819,8,32789,4098.625,5.123,255
1820,4,31323,7830.750,4.894,255
1821,7,32663,4666.143,5.104,255
1822,9,32919,3657.667,5.144,255
1823,7,32501,4643.000,5.078,255
1824,7,33352,4764.571,5.211,255
1825,9,33872,3763.556,5.293,255
1826,6,32070,5345.000,5.011,255
1827,5,32502,6500.400,5.078,255
1828,5,32113,6422.600,5.018,255
1829,8,33529,4191.125,5.239,255
1830,7,32286,4612.286,5.045,255
1831,6,31416,5236.000,4.909,255
1832,7,31989,4569.857,4.998,255
1833,8,32447,4055.875,5.070,255
1834,10,32545,3254.500,5.085,255
1835,8,32038,4004.750,5.006,255
1836,7,31619,4517.000,4.940,255
1837,6,32425,5404.167,5.066,255
1838,7,32388,4626.857,5.061,255
1839,6,32598,5433.000,5.093,255
1840,7,32524,4646.286,5.082,255
1841,5,32735,6547.000,5.115,255
1842,9,32804,3644.889,5.126,255
1843,6,33385,5564.167,5.216,255
1844,8,33359,4169.875,5.212,255
1845,5,32116,6423.200,5.018,255
1846,6,33059,5509.833,5.165,255
1847,6,32536,5422.667,5.084,255
1848,7,32111,4587.286,5.017,255
1849,6,31717,5286.167,4.956,255
1850,7,31921,4560.143,4.988,255
1851,8,33148,4143.500,5.179,255
1852,10,34463,3446.300,5.385,255
1853,11,33757,3068.818,5.275,255
1854,8,33437,4179.625,5.225,255
1855,9,32939,3659.889,5.147,255
1856,11,33877,3079.727,5.293,255
1857,10,33025,3302.500,5.160,255
1858,8,33613,4201.625,5.252,255
1859,8,33403,4175.375,5.219,255
1860,8,32621,4077.625,5.097,255
1861,8,32926,4115.750,5.145,255
1862,8,33368,4171.000,5.214,255
1863,11,33432,3039.273,5.224,255
1864,7,34158,4879.714,5.337,255
1865,7,34366,4909.429,5.370,255
1866,6,34145,5690.833,5.335,255
1867,6,32117,5352.833,5.018,255
1868,7,31355,4479.286,4.899,255
1869,8,31346,3918.250,4.898,255
1870,7,32439,4634.143,5.069,255
1871,7,31731,4533.000,4.958,255
1872,10,32747,3274.700,5.117,255
1873,8,31559,3944.875,4.931,255
1874,7,30097,4299.571,4.703,255
1875,10,32189,3218.900,5.030,255
1876,3,30993,10331.000,4.843,255
1877,8,32375,4046.875,5.059,255
1878,8,30815,3851.875,4.815,255
1879,8,31062,3882.750,4.853,255
1880,10,32189,3218.900,5.030,255
1881,9,31416,3490.667,4.909,255
1882,7,30328,4332.571,4.739,255
1883,9,31655,3517.222,4.946,255
1884,5,30533,6106.600,4.771,255
1885,7,32012,4573.143,5.002,255
1886,5,31047,6209.400,4.851,255
1887,7,31487,4498.143,4.920,255
1888,5,31511,6302.200,4.924,255
1889,5,31908,6381.600,4.986,255
1890,7,31755,4536.429,4.962,255
1891,7,31853,4550.429,4.977,255
1892,6,31901,5316.833,4.985,255
1893,6,30749,5124.833,4.805,255
1894,9,32388,3598.667,5.061,255
1895,9,32978,3664.222,5.153,255
1896,8,32836,4104.500,5.131,255
1897,9,33008,3667.556,5.157,255
1898,7,32057,4579.571,5.009,255
1899,9,32990,3665.556,5.155,255
1900,6,32799,5466.500,5.125,255
1901,5,33535,6707.000,5.240,255
1902,9,33870,3763.333,5.292,255
1903,7,33352,4764.571,5.211,255
1904,8,33746,4218.250,5.273,255
1905,8,33166,4145.750,5.182,255
1906,8,34011,4251.375,5.314,255
1907,8,34695,4336.875,5.421,255
1908,8,34276,4284.500,5.356,255
1909,10,34528,3452.800,5.395,255
1910,9,34008,3778.667,5.314,255
1911,8,33908,4238.500,5.298,255
1912,8,34179,4272.375,5.340,255
1913,7,32875,4696.429,5.137,255
1914,6,32615,5435.833,5.096,255
1915,5,32310,6462.000,5.048,255
1916,9,33642,3738.000,5.257,255
1917,9,33253,3694.778,5.196,255
1918,9,33415,3712.778,5.221,255
1919,11,34444,3131.273,5.382,255
1920,8,34553,4319.125,5.399,255
1921,9,33432,3714.667,5.224,255
1922,9,34209,3801.000,5.345,255
1923,7,33285,4755.000,5.201,255
1924,8,33156,4144.500,5.181,255
1925,7,32452,4636.000,5.071,255
1926,9,33616,3735.111,5.253,255
1927,7,32829,4689.857,5.130,255
1928,5,32458,6491.600,5.072,255
1929,8,33127,4140.875,5.176,255
1930,10,33095,3309.500,5.171,255
1931,6,32147,5357.833,5.023,255
1932,6,32028,5338.000,5.004,255
1933,8,32735,4091.875,5.115,255
1934,8,31629,3953.625,4.942,255
1935,8,32370,4046.250,5.058,255
1936,5,31853,6370.600,4.977,255
1937,5,31350,6270.000,4.898,255
1938,7,32389,4627.000,5.061,255
1939,9,32400,3600.000,5.062,255
1940,9,32844,3649.333,5.132,255
1941,6,31974,5329.000,4.996,255
1942,7,33545,4792.143,5.241,255
1943,5,32261,6452.200,5.041,255
1944,6,32622,5437.000,5.097,255
1945,5,32607,6521.400,5.095,255
1946,8,32752,4094.000,5.117,255
1947,5,33425,6685.000,5.223,255
1948,9,34554,3839.333,5.399,255
1949,8,32820,4102.500,5.128,255
1950,8,33307,4163.375,5.204,255
1951,8,32380,4047.500,5.059,255
1952,6,32440,5406.667,5.069,255
1953,10,33322,3332.200,5.207,255
1954,13,35441,2726.231,5.538,255
1955,8,33778,4222.250,5.278,255
1956,8,32964,4120.500,5.151,255
1957,7,32830,4690.000,5.130,255
1958,7,32547,4649.571,5.085,255
1959,9,31529,3503.222,4.926,255
1960,8,31702,3962.750,4.953,255
1961,7,30714,4387.714,4.799,255
1962,10,31802,3180.200,4.969,255
1963,10,32594,3259.400,5.093,255
1964,9,32813,3645.889,5.127,255
1965,7,31508,4501.143,4.923,255
1966,5,31690,6338.000,4.952,255
1967,9,31688,3520.889,4.951,255
1968,7,31683,4526.143,4.950,255
1969,9,31787,3531.889,4.967,255
1970,7,31129,4447.000,4.864,255
1971,5,30367,6073.400,4.745,255
1972,6,30778,5129.667,4.809,255
1973,8,32093,4011.625,5.015,255
1974,7,32570,4652.857,5.089,255
1975,9,32192,3576.889,5.030,255
1976,8,31987,3998.375,4.998,255
1977,7,32457,4636.714,5.071,255
1978,10,32849,3284.900,5.133,255
1979,10,31948,3194.800,4.992,255
1980,9,31249,3472.111,4.883,255
1981,6,31829,5304.833,4.973,255
1982,8,32321,4040.125,5.050,255
1983,7,32229,4604.143,5.036,255
1984,7,32459,4637.000,5.072,255
1985,9,32182,3575.778,5.028,255
1986,9,32175,3575.000,5.027,255
1987,7,31201,4457.286,4.875,255
1988,12,33553,2796.083,5.243,255
1989,10,32803,3280.300,5.125,255
1990,9,32465,3607.222,5.073,255
1991,4,32169,8042.250,5.026,255
1992,10,33292,3329.200,5.202,255
1993,7,32730,4675.714,5.114,255
1994,7,32377,4625.286,5.059,255
1995,5,32281,6456.200,5.044,255
1996,9,32873,3652.556,5.136,255
1997,7,32362,4623.143,5.057,255
1998,9,33330,3703.333,5.208,255
1999,8,32052,4006.500,5.008,255
2000,11,33478,3043.455,5.231,255
2001,9,32287,3587.444,5.045,255
2002,12,32574,2714.500,5.090,255
2003,13,32843,2526.385,5.132,255
2004,11,31820,2892.727,4.972,255
2005,9,31200,3466.667,4.875,255
2006,12,32449,2704.083,5.070,255
2007,9,32140,3571.111,5.022,255
2008,9,31939,3548.778,4.990,255
2009,6,30206,5034.333,4.720,255
2010,10,31632,3163.200,4.942,255
2011,9,32475,3608.333,5.074,255
2012,9,33073,3674.778,5.168,255
2013,9,31960,3551.111,4.994,255
2014,9,32807,3645.222,5.126,255
2015,10,32664,3266.400,5.104,255
2016,6,31009,5168.167,4.845,255
2017,9,30739,3415.444,4.803,255
2018,14,33405,2386.071,5.220,255
2019,12,32747,2728.917,5.117,255
2020,10,31654,3165.400,4.946,255
2021,13,32059,2466.077,5.009,255
2022,7,30419,4345.571,4.753,255
2023,7,30906,4415.143,4.829,255
2024,8,30929,3866.125,4.833,255
2025,11,30734,2794.000,4.802,255
2026,11,32347,2940.636,5.054,255
2027,9,30287,3365.222,4.732,255
2028,9,30740,3415.556,4.803,255
2029,8,31214,3901.750,4.877,255
2030,6,30807,5134.500,4.814,255
2031,9,30058,3339.778,4.697,255
2032,6,31193,5198.833,4.874,255
2033,6,31919,5319.833,4.987,255
2034,8,31795,3974.375,4.968,255
2035,8,31766,3970.750,4.963,255
2036,9,31866,3540.667,4.979,255
2037,8,31524,3940.500,4.926,255
2038,8,30606,3825.750,4.782,255
2039,12,31756,2646.333,4.962,255
2040,6,30172,5028.667,4.714,255
2041,9,31215,3468.333,4.877,255
2042,8,30880,3860.000,4.825,255
2043,12,31626,2635.500,4.942,255
2044,10,30897,3089.700,4.828,255
2045,6,30401,5066.833,4.750,255
2046,6,29933,4988.833,4.677,255
2047,7,30344,4334.857,4.741,255
2048,6,30880,5146.667,4.825,255
2049,7,30768,4395.429,4.808,255
2050,5,29600,5920.000,4.625,255
2051,3,29056,9685.333,4.540,255
2052,5,28746,5749.200,4.492,255
2053,6,29697,4949.500,4.640,255
2054,11,30844,2804.000,4.819,255
2055,7,29771,4253.000,4.652,255
2056,9,28681,3186.778,4.481,255
2057,9,29011,3223.444,4.533,255
2058,10,29999,2999.900,4.687,255
2059,10,30135,3013.500,4.709,255
2060,10,29782,2978.200,4.653,255
2061,8,28668,3583.500,4.479,255
2062,9,29192,3243.556,4.561,255
2063,12,31135,2594.583,4.865,255
2064,10,31044,3104.400,4.851,255
2065,11,31201,2836.455,4.875,255
2066,9,29711,3301.222,4.642,255
2067,8,30857,3857.125,4.821,255
2068,12,30787,2565.583,4.810,255
2069,7,30685,4383.571,4.795,255
2070,6,31368,5228.000,4.901,255
2071,9,31562,3506.889,4.932,255
2072,7,30644,4377.714,4.788,255
2073,9,31450,3494.444,4.914,255
2074,10,31434,3143.400,4.912,255
2075,10,31871,3187.100,4.980,255
2076,9,31196,3466.222,4.874,255
2077,11,30240,2749.091,4.725,255
2078,13,30955,2381.154,4.837,255
2079,12,31372,2614.333,4.902,255
2080,10,31319,3131.900,4.894,255
2081,11,32596,2963.273,5.093,255
2082,9,32554,3617.111,5.087,255
2083,7,31701,4528.714,4.953,255
2084,9,31826,3536.222,4.973,255
2085,10,32192,3219.200,5.030,255
2086,10,32394,3239.400,5.062,255
2087,14,32942,2353.000,5.147,255
2088,15,32204,2146.933,5.032,255
2089,13,32056,2465.846,5.009,255
2090,13,32528,2502.154,5.082,255
2091,11,32785,2980.455,5.123,255
2092,11,32396,2945.091,5.062,255
2093,11,31123,2829.364,4.863,255
2094,10,30628,3062.800,4.786,255
2095,13,31539,2426.077,4.928,255
2096,10,31026,3102.600,4.848,255
2097,10,32039,3203.900,5.006,255
2098,14,34089,2434.929,5.326,255
2099,14,32590,2327.857,5.092,255
2100,9,31487,3498.556,4.920,255
2101,10,31547,3154.700,4.929,255
2102,10,30777,3077.700,4.809,255
2103,10,31648,3164.800,4.945,255
2104,9,30213,3357.000,4.721,255
2105,8,30432,3804.000,4.755,255
2106,8,31338,3917.250,4.897,255
2107,9,30537,3393.000,4.771,255
2108,10,30696,3069.600,4.796,255
2109,12,31402,2616.833,4.907,255
2110,10,31108,3110.800,4.861,255
2111,9,30533,3392.556,4.771,255
2112,10,30134,3013.400,4.708,255
2113,12,32146,2678.833,5.023,255
2114,11,31163,2833.000,4.869,255
2115,11,31512,2864.727,4.924,255
2116,13,31786,2445.077,4.967,255
2117,8,29466,3683.250,4.604,255
2118,10,30575,3057.500,4.777,255
2119,9,31427,3491.889,4.910,255
2120,10,30884,3088.400,4.826,255
2121,8,29798,3724.750,4.656,255
2122,10,30410,3041.000,4.752,255
2123,13,31275,2405.769,4.887,255
2124,7,29737,4248.143,4.646,255
2125,8,29713,3714.125,4.643,255
2126,9,30073,3341.444,4.699,255
2127,12,31765,2647.083,4.963,255
2128,8,29787,3723.375,4.654,255
2129,8,29336,3667.000,4.584,255
2130,7,30382,4340.286,4.747,255
2131,9,30290,3365.556,4.733,255
2132,8,30919,3864.875,4.831,255
2133,7,30739,4391.286,4.803,255
2134,9,30909,3434.333,4.830,255
2135,5,29061,5812.200,4.541,255
2136,6,29028,4838.000,4.536,255
2137,5,29185,5837.000,4.560,255
2138,3,28283,9427.667,4.419,255
2139,5,28949,5789.800,4.523,255
2140,6,29638,4939.667,4.631,255
2141,6,30177,5029.500,4.715,255
2142,6,30252,5042.000,4.727,255
2143,10,32151,3215.100,5.024,255
2144,9,31817,3535.222,4.971,255
2145,6,31469,5244.833,4.917,255
2146,6,30811,5135.167,4.814,255
2147,6,30789,5131.500,4.811,255
2148,6,30531,5088.500,4.770,255
2149,5,30370,6074.000,4.745,255
2150,6,29752,4958.667,4.649,255
2151,6,29953,4992.167,4.680,255
2152,5,28407,5681.400,4.439,255
2153,5,29575,5915.000,4.621,255
2154,9,30419,3379.889,4.753,255
2155,7,29959,4279.857,4.681,255
2156,9,31075,3452.778,4.855,255
2157,11,31318,2847.091,4.893,255
2158,9,31646,3516.222,4.945,255
2159,8,31303,3912.875,4.891,255
2160,7,31245,4463.571,4.882,255
2161,6,30059,5009.833,4.697,255
2162,8,30211,3776.375,4.720,255
2163,8,30692,3836.500,4.796,255
2164,6,30094,5015.667,4.702,255
2165,7,29843,4263.286,4.663,255
2166,6,29092,4848.667,4.546,255
2167,7,29877,4268.143,4.668,255
2168,4,28820,7205.000,4.503,255
2169,7,30187,4312.429,4.717,255
2170,6,29933,4988.833,4.677,255
2171,9,31229,3469.889,4.880,255
2172,8,30623,3827.875,4.785,255
2173,6,29822,4970.333,4.660,255
2174,6,29476,4912.667,4.606,255
2175,6,30982,5163.667,4.841,255
2176,7,30991,4427.286,4.842,255
2177,6,30752,5125.333,4.805,255
2178,7,31320,4474.286,4.894,255
2179,8,30327,3790.875,4.739,255
2180,6,30512,5085.333,4.768,255
2181,6,30654,5109.000,4.790,255
2182,4,28854,7213.500,4.508,255
2183,4,29562,7390.500,4.619,255
2184,9,31054,3450.444,4.852,255
2185,8,29918,3739.750,4.675,255
2186,9,31702,3522.444,4.953,255
2187,7,31026,4432.286,4.848,255
2188,7,30566,4366.571,4.776,255
2189,9,31525,3502.778,4.926,255
2190,8,31197,3899.625,4.875,255
2191,10,30920,3092.000,4.831,255
2192,10,30861,3086.100,4.822,255
2193,10,31940,3194.000,4.991,255
2194,9,32619,3624.333,5.097,255
2195,10,32141,3214.100,5.022,255
2196,10,31269,3126.900,4.886,255
2197,8,29894,3736.750,4.671,255
2198,9,31437,3493.000,4.912,255
2199,11,32200,2927.273,5.031,255
2200,9,31243,3471.444,4.882,255
2201,11,31671,2879.182,4.949,255
2202,8,32456,4057.000,5.071,255
2203,9,31553,3505.889,4.930,255
2204,10,32019,3201.900,5.003,255
2205,9,31087,3454.111,4.857,255
2206,10,32217,3221.700,5.034,255
2207,7,31364,4480.571,4.901,255
2208,7,30992,4427.429,4.843,255
2209,5,30844,6168.800,4.819,255
2210,6,30869,5144.833,4.823,255
2211,7,29742,4248.857,4.647,255
2212,6,29533,4922.167,4.615,255
2213,7,30587,4369.571,4.779,255
2214,7,30671,4381.571,4.792,255
2215,3,28976,9658.667,4.527,255
2216,5,28665,5733.000,4.479,255
2217,4,29028,7257.000,4.536,255
2218,4,29709,7427.250,4.642,255
2219,6,29611,4935.167,4.627,255
2220,6,29800,4966.667,4.656,255
2221,8,30213,3776.625,4.721,255
2222,9,31224,3469.333,4.879,255
2223,10,31510,3151.000,4.923,255
2224,8,30908,3863.500,4.829,255
