Slice,Count,Total Area,Average Size,%Area,Mean
771,12,49549,4129.083,7.742,255
772,11,47210,4291.818,7.377,255
773,11,46920,4265.455,7.331,255
774,10,46224,4622.400,7.223,255
775,11,46754,4250.364,7.305,255
776,12,46705,3892.083,7.298,255
777,13,46921,3609.308,7.331,255
778,10,45910,4591.000,7.173,255
779,13,46502,3577.077,7.266,255
780,11,47492,4317.455,7.421,255
781,12,46372,3864.333,7.246,255
782,12,48360,4030.000,7.556,255
783,15,47307,3153.800,7.392,255
784,13,47726,3671.231,7.457,255
785,10,47455,4745.500,7.415,255
786,12,47236,3936.333,7.381,255
787,9,47017,5224.111,7.346,255
788,11,45800,4163.636,7.156,255
789,12,46568,3880.667,7.276,255
790,12,44991,3749.250,7.030,255
791,14,46433,3316.643,7.255,255
792,12,47834,3986.167,7.474,255
793,13,46709,3593.000,7.298,255
794,14,46935,3352.500,7.334,255
795,15,46201,3080.067,7.219,255
796,10,46028,4602.800,7.192,255
797,13,47318,3639.846,7.393,255
798,12,46810,3900.833,7.314,255
799,12,46900,3908.333,7.328,255
800,13,45759,3519.923,7.150,255
801,13,45050,3465.385,7.039,255
802,10,46439,4643.900,7.256,255
803,12,47606,3967.167,7.438,255
804,10,47487,4748.700,7.420,255
805,13,46669,3589.923,7.292,255
806,14,48142,3438.714,7.522,255
807,14,47414,3386.714,7.408,255
808,10,46855,4685.500,7.321,255
809,11,47160,4287.273,7.369,255
810,13,46959,3612.231,7.337,255
811,12,46757,3896.417,7.306,255
812,11,46579,4234.455,7.278,255
813,12,46938,3911.500,7.334,255
814,16,47810,2988.125,7.470,255
815,13,45959,3535.308,7.181,255
816,14,45690,3263.571,7.139,255
817,10,46143,4614.300,7.210,255
818,11,45292,4117.455,7.077,255
819,12,44513,3709.417,6.955,255
820,11,43828,3984.364,6.848,255
821,13,45947,3534.385,7.179,255
822,10,44457,4445.700,6.946,255
823,10,45456,4545.600,7.103,255
824,12,46824,3902.000,7.316,255
825,12,46352,3862.667,7.242,255
826,14,47671,3405.071,7.449,255
827,11,44762,4069.273,6.994,255
828,15,46319,3087.933,7.237,255
829,13,47734,3671.846,7.458,255
830,10,46473,4647.300,7.261,255
831,14,48990,3499.286,7.655,255
832,13,46963,3612.538,7.338,255
833,14,47347,3381.929,7.398,255
834,10,47017,4701.700,7.346,255
835,12,46214,3851.167,7.221,255
836,14,48483,3463.071,7.575,255
837,14,48155,3439.643,7.524,255
838,17,49390,2905.294,7.717,255
839,15,48583,3238.867,7.591,255
840,14,49419,3529.929,7.722,255
841,8,47446,5930.750,7.413,255
842,11,48374,4397.636,7.558,255
843,11,47525,4320.455,7.426,255
844,14,48734,3481.000,7.615,255
845,10,48361,4836.100,7.556,255
846,15,47798,3186.533,7.468,255
847,10,48256,4825.600,7.540,255
848,12,48231,4019.250,7.536,255
849,11,45589,4144.455,7.123,255
850,14,47451,3389.357,7.414,255
851,13,46662,3589.385,7.291,255
852,14,46585,3327.500,7.279,255
853,15,48040,3202.667,7.506,255
854,16,46568,2910.500,7.276,255
855,16,47170,2948.125,7.370,255
856,14,46779,3341.357,7.309,255
857,19,49377,2598.789,7.715,255
858,15,48057,3203.800,7.509,255
859,17,48073,2827.824,7.511,255
860,14,46385,3313.214,7.248,255
861,12,47427,3952.250,7.410,255
862,11,47010,4273.636,7.345,255
863,14,46532,3323.714,7.271,255
864,10,47408,4740.800,7.407,255
865,13,48568,3736.000,7.589,255
866,11,48777,4434.273,7.621,255
867,11,49202,4472.909,7.688,255
868,11,50040,4549.091,7.819,255
869,14,50461,3604.357,7.885,255
870,10,50326,5032.600,7.863,255
871,9,51961,5773.444,8.119,255
872,9,51356,5706.222,8.024,255
873,9,53114,5901.556,8.299,255
874,14,50357,3596.929,7.868,255
875,11,50036,4548.727,7.818,255
876,13,51338,3949.077,8.022,255
877,9,50518,5613.111,7.893,255
878,11,50721,4611.000,7.925,255
879,7,50087,7155.286,7.826,255
880,10,50156,5015.600,7.837,255
881,12,52905,4408.750,8.266,255
882,13,52252,4019.385,8.164,255
883,14,49162,3511.571,7.682,255
884,10,49136,4913.600,7.678,255
885,14,49641,3545.786,7.756,255
886,13,49328,3794.462,7.707,255
887,13,48763,3751.000,7.619,255
888,16,48790,3049.375,7.623,255
889,16,49434,3089.625,7.724,255
890,13,49137,3779.769,7.678,255
891,13,50262,3866.308,7.853,255
892,13,49788,3829.846,7.779,255
893,15,49988,3332.533,7.811,255
894,15,50077,3338.467,7.825,255
895,12,48120,4010.000,7.519,255
896,13,47967,3689.769,7.495,255
897,13,46656,3588.923,7.290,255
898,15,49269,3284.600,7.698,255
899,16,47791,2986.938,7.467,255
900,14,49226,3516.143,7.692,255
901,11,48536,4412.364,7.584,255
902,12,47018,3918.167,7.347,255
903,15,46359,3090.600,7.244,255
904,11,47601,4327.364,7.438,255
905,16,49617,3101.062,7.753,255
906,16,48675,3042.188,7.605,255
907,17,47917,2818.647,7.487,255
908,16,49023,3063.938,7.660,255
909,19,49218,2590.421,7.690,255
910,16,48561,3035.062,7.588,255
911,17,48139,2831.706,7.522,255
912,14,48382,3455.857,7.560,255
913,19,50789,2673.105,7.936,255
914,15,50509,3367.267,7.892,255
915,13,50991,3922.385,7.967,255
916,17,49965,2939.118,7.807,255
917,14,48948,3496.286,7.648,255
918,14,47969,3426.357,7.495,255
919,14,47634,3402.429,7.443,255
920,15,48194,3212.933,7.530,255
921,13,48229,3709.923,7.536,255
922,16,48085,3005.312,7.513,255
923,12,48804,4067.000,7.626,255
924,17,49151,2891.235,7.680,255
925,15,48022,3201.467,7.503,255
926,15,48437,3229.133,7.568,255
927,16,49350,3084.375,7.711,255
928,13,48502,3730.923,7.578,255
929,14,50252,3589.429,7.852,255
930,16,48398,3024.875,7.562,255
931,12,48009,4000.750,7.501,255
932,15,47855,3190.333,7.477,255
933,14,46381,3312.929,7.247,255
934,15,47257,3150.467,7.384,255
935,12,45489,3790.750,7.108,255
936,13,45631,3510.077,7.130,255
937,18,47474,2637.444,7.418,255
938,13,46523,3578.692,7.269,255
939,19,48146,2534.000,7.523,255
940,14,48235,3445.357,7.537,255
941,15,48567,3237.800,7.589,255
942,16,49157,3072.312,7.681,255
943,16,50686,3167.875,7.920,255
944,15,49740,3316.000,7.772,255
945,16,46744,2921.500,7.304,255
946,14,47272,3376.571,7.386,255
947,18,48620,2701.111,7.597,255
948,20,47448,2372.400,7.414,255
949,17,48338,2843.412,7.553,255
950,17,48611,2859.471,7.595,255
951,16,49509,3094.312,7.736,255
952,16,50422,3151.375,7.878,255
953,15,49178,3278.533,7.684,255
954,15,48612,3240.800,7.596,255
955,17,48108,2829.882,7.517,255
956,16,49515,3094.688,7.737,255
957,15,51622,3441.467,8.066,255
958,11,49433,4493.909,7.724,255
959,16,49436,3089.750,7.724,255
960,13,49497,3807.462,7.734,255
961,13,48045,3695.769,7.507,255
962,13,48036,3695.077,7.506,255
963,14,47538,3395.571,7.428,255
964,12,49767,4147.250,7.776,255
965,14,51024,3644.571,7.973,255
966,13,48426,3725.077,7.567,255
967,18,49699,2761.056,7.765,255
968,12,47715,3976.250,7.455,255
969,9,47772,5308.000,7.464,255
970,15,49603,3306.867,7.750,255
971,11,49596,4508.727,7.749,255
972,11,48519,4410.818,7.581,255
973,11,47110,4282.727,7.361,255
974,15,48149,3209.933,7.523,255
975,19,49116,2585.053,7.674,255
976,14,50028,3573.429,7.817,255
977,11,50799,4618.091,7.937,255
978,12,49024,4085.333,7.660,255
979,15,47106,3140.400,7.360,255
980,13,47783,3675.615,7.466,255
981,14,47074,3362.429,7.355,255
982,13,47965,3689.615,7.495,255
983,15,48186,3212.400,7.529,255
984,15,48677,3245.133,7.606,255
985,9,47533,5281.444,7.427,255
986,11,48570,4415.455,7.589,255
987,11,47524,4320.364,7.426,255
988,12,49028,4085.667,7.661,255
989,12,47968,3997.333,7.495,255
990,15,48234,3215.600,7.537,255
991,12,48801,4066.750,7.625,255
992,9,48368,5374.222,7.558,255
993,10,48990,4899.000,7.655,255
994,11,47024,4274.909,7.348,255
995,11,48225,4384.091,7.535,255
996,11,48837,4439.727,7.631,255
997,12,48859,4071.583,7.634,255
998,12,49801,4150.083,7.781,255
999,13,49480,3806.154,7.731,255
1000,17,48993,2881.941,7.655,255
1001,14,48916,3494.000,7.643,255
1002,17,48630,2860.588,7.598,255
1003,12,47380,3948.333,7.403,255
1004,11,47656,4332.364,7.446,255
1005,13,47433,3648.692,7.411,255
1006,12,47113,3926.083,7.361,255
1007,15,48631,3242.067,7.599,255
1008,10,48252,4825.200,7.539,255
1009,9,48296,5366.222,7.546,255
1010,11,48699,4427.182,7.609,255
1011,13,47488,3652.923,7.420,255
1012,15,48376,3225.067,7.559,255
1013,13,49998,3846.000,7.812,255
1014,16,50322,3145.125,7.863,255
1015,14,48598,3471.286,7.593,255
1016,14,49003,3500.214,7.657,255
1017,13,48637,3741.308,7.600,255
1018,17,50453,2967.824,7.883,255
1019,16,48403,3025.188,7.563,255
1020,15,48444,3229.600,7.569,255
1021,14,51701,3692.929,8.078,255
1022,14,48537,3466.929,7.584,255
1023,18,50646,2813.667,7.913,255
1024,18,51134,2840.778,7.990,255
1025,17,51458,3026.941,8.040,255
1026,14,49718,3551.286,7.768,255
1027,17,50007,2941.588,7.814,255
1028,18,49948,2774.889,7.804,255
1029,17,50107,2947.471,7.829,255
1030,17,49532,2913.647,7.739,255
1031,14,47872,3419.429,7.480,255
1032,14,47610,3400.714,7.439,255
1033,16,48294,3018.375,7.546,255
1034,13,47585,3660.385,7.435,255
1035,19,48947,2576.158,7.648,255
1036,13,48707,3746.692,7.610,255
1037,17,49130,2890.000,7.677,255
1038,17,49503,2911.941,7.735,255
1039,15,48938,3262.533,7.647,255
1040,13,50343,3872.538,7.866,255
1041,13,50475,3882.692,7.887,255
1042,13,48789,3753.000,7.623,255
1043,13,49831,3833.154,7.786,255
1044,14,50306,3593.286,7.860,255
1045,13,50039,3849.154,7.819,255
1046,15,48570,3238.000,7.589,255
1047,12,48548,4045.667,7.586,255
1048,13,51524,3963.385,8.051,255
1049,16,50024,3126.500,7.816,255
1050,18,49969,2776.056,7.808,255
1051,14,50582,3613.000,7.903,255
1052,14,49875,3562.500,7.793,255
1053,15,50047,3336.467,7.820,255
1054,18,51559,2864.389,8.056,255
1055,19,50086,2636.105,7.826,255
1056,15,48687,3245.800,7.607,255
1057,13,49590,3814.615,7.748,255
1058,15,48462,3230.800,7.572,255
1059,13,48654,3742.615,7.602,255
1060,12,48579,4048.250,7.590,255
1061,15,48906,3260.400,7.642,255
1062,17,50360,2962.353,7.869,255
1063,15,50919,3394.600,7.956,255
1064,16,50405,3150.312,7.876,255
1065,17,52279,3075.235,8.169,255
1066,12,51607,4300.583,8.064,255
1067,14,51142,3653.000,7.991,255
1068,14,51047,3646.214,7.976,255
1069,15,50788,3385.867,7.936,255
1070,19,48107,2531.947,7.517,255
1071,22,48519,2205.409,7.581,255
1072,15,48815,3254.333,7.627,255
1073,11,47860,4350.909,7.478,255
1074,13,49405,3800.385,7.720,255
1075,13,46864,3604.923,7.322,255
1076,11,47846,4349.636,7.476,255
1077,14,47623,3401.643,7.441,255
1078,15,48332,3222.133,7.552,255
1079,14,48453,3460.929,7.571,255
1080,12,47704,3975.333,7.454,255
1081,14,48084,3434.571,7.513,255
1082,12,50153,4179.417,7.836,255
1083,12,49980,4165.000,7.809,255
1084,12,49792,4149.333,7.780,255
1085,13,51424,3955.692,8.035,255
1086,7,49700,7100.000,7.766,255
1087,16,51449,3215.562,8.039,255
1088,14,50794,3628.143,7.937,255
1089,15,51744,3449.600,8.085,255
1090,13,49720,3824.615,7.769,255
1091,14,50843,3631.643,7.944,255
1092,10,50129,5012.900,7.833,255
1093,14,50174,3583.857,7.840,255
1094,10,47068,4706.800,7.354,255
1095,13,49206,3785.077,7.688,255
1096,9,47649,5294.333,7.445,255
1097,12,49652,4137.667,7.758,255
1098,11,47884,4353.091,7.482,255
1099,12,47479,3956.583,7.419,255
1100,8,47818,5977.250,7.472,255
1101,13,48737,3749.000,7.615,255
1102,9,47731,5303.444,7.458,255
1103,11,48177,4379.727,7.528,255
1104,13,48374,3721.077,7.558,255
1105,15,47750,3183.333,7.461,255
1106,12,48990,4082.500,7.655,255
1107,10,48987,4898.700,7.654,255
1108,11,47928,4357.091,7.489,255
1109,16,49224,3076.500,7.691,255
1110,11,47508,4318.909,7.423,255
1111,16,48094,3005.875,7.515,255
1112,15,48901,3260.067,7.641,255
1113,13,48588,3737.538,7.592,255
1114,11,48323,4393.000,7.550,255
1115,14,49845,3560.357,7.788,255
1116,14,49118,3508.429,7.675,255
1117,16,49912,3119.500,7.799,255
1118,16,47383,2961.438,7.404,255
1119,17,47513,2794.882,7.424,255
1120,16,48519,3032.438,7.581,255
1121,15,47348,3156.533,7.398,255
1122,15,46332,3088.800,7.239,255
1123,16,46489,2905.562,7.264,255
1124,15,47280,3152.000,7.388,255
1125,17,47021,2765.941,7.347,255
1126,17,46592,2740.706,7.280,255
1127,14,47127,3366.214,7.364,255
1128,14,46642,3331.571,7.288,255
1129,15,47511,3167.400,7.424,255
1130,19,48305,2542.368,7.548,255
1131,19,48346,2544.526,7.554,255
1132,19,48032,2528.000,7.505,255
1133,14,46338,3309.857,7.240,255
1134,14,47329,3380.643,7.395,255
1135,19,47708,2510.947,7.454,255
1136,15,44988,2999.200,7.029,255
1137,17,45286,2663.882,7.076,255
1138,14,44866,3204.714,7.010,255
1139,20,46542,2327.100,7.272,255
1140,21,46938,2235.143,7.334,255
1141,19,47255,2487.105,7.384,255
1142,15,46227,3081.800,7.223,255
1143,16,49543,3096.438,7.741,255
1144,14,50147,3581.929,7.835,255
1145,15,46739,3115.933,7.303,255
1146,17,46291,2723.000,7.233,255
1147,13,45820,3524.615,7.159,255
1148,17,46916,2759.765,7.331,255
1149,15,48889,3259.267,7.639,255
1150,14,48329,3452.071,7.551,255
1151,16,46908,2931.750,7.329,255
1152,16,46792,2924.500,7.311,255
1153,18,46566,2587.000,7.276,255
1154,15,45360,3024.000,7.088,255
1155,11,45598,4145.273,7.125,255
1156,16,46371,2898.188,7.245,255
1157,14,46195,3299.643,7.218,255
1158,13,44900,3453.846,7.016,255
1159,13,45678,3513.692,7.137,255
1160,14,45486,3249.000,7.107,255
1161,13,44775,3444.231,6.996,255
1162,18,44056,2447.556,6.884,255
1163,16,45343,2833.938,7.085,255
1164,11,44521,4047.364,6.956,255
1165,13,45273,3482.538,7.074,255
1166,9,45097,5010.778,7.046,255
1167,14,46446,3317.571,7.257,255
1168,14,45545,3253.214,7.116,255
1169,16,45804,2862.750,7.157,255
1170,11,44357,4032.455,6.931,255
1171,14,44694,3192.429,6.983,255
1172,12,46401,3866.750,7.250,255
1173,14,45533,3252.357,7.115,255
1174,13,44612,3431.692,6.971,255
1175,21,46512,2214.857,7.268,255
1176,17,43836,2578.588,6.849,255
1177,14,44743,3195.929,6.991,255
1178,15,45641,3042.733,7.131,255
1179,18,45754,2541.889,7.149,255
1180,17,43847,2579.235,6.851,255
1181,16,44848,2803.000,7.008,255
1182,16,43562,2722.625,6.807,255
1183,14,44194,3156.714,6.905,255
1184,14,43834,3131.000,6.849,255
1185,15,44888,2992.533,7.014,255
1186,15,45599,3039.933,7.125,255
1187,16,45040,2815.000,7.037,255
1188,11,43144,3922.182,6.741,255
1189,18,43848,2436.000,6.851,255
1190,12,42922,3576.833,6.707,255
1191,12,42947,3578.917,6.710,255
1192,12,43277,3606.417,6.762,255
1193,18,43538,2418.778,6.803,255
1194,16,42977,2686.062,6.715,255
1195,16,42069,2629.312,6.573,255
1196,12,41908,3492.333,6.548,255
1197,15,42058,2803.867,6.572,255
1198,18,42625,2368.056,6.660,255
1199,10,41627,4162.700,6.504,255
1200,14,42786,3056.143,6.685,255
1201,12,42655,3554.583,6.665,255
1202,14,43120,3080.000,6.737,255
1203,12,41745,3478.750,6.523,255
1204,14,42425,3030.357,6.629,255
1205,15,42968,2864.533,6.714,255
1206,14,44256,3161.143,6.915,255
1207,13,44208,3400.615,6.907,255
1208,14,43576,3112.571,6.809,255
1209,15,43448,2896.533,6.789,255
1210,13,41300,3176.923,6.453,255
1211,14,42028,3002.000,6.567,255
1212,16,41618,2601.125,6.503,255
1213,16,43528,2720.500,6.801,255
1214,16,42715,2669.688,6.674,255
1215,10,41478,4147.800,6.481,255
1216,14,41814,2986.714,6.533,255
1217,10,41566,4156.600,6.495,255
1218,17,43013,2530.176,6.721,255
1219,9,42228,4692.000,6.598,255
1220,12,40357,3363.083,6.306,255
1221,14,41106,2936.143,6.423,255
1222,12,41224,3435.333,6.441,255
1223,13,40566,3120.462,6.338,255
1224,15,41540,2769.333,6.491,255
1225,11,40136,3648.727,6.271,255
1226,14,40221,2872.929,6.285,255
1227,10,40287,4028.700,6.295,255
1228,11,39453,3586.636,6.165,255
1229,15,40844,2722.933,6.382,255
1230,13,41465,3189.615,6.479,255
1231,15,41084,2738.933,6.419,255
1232,14,41156,2939.714,6.431,255
1233,14,40712,2908.000,6.361,255
1234,12,42396,3533.000,6.624,255
1235,12,41002,3416.833,6.407,255
1236,14,42089,3006.357,6.576,255
1237,10,40905,4090.500,6.391,255
1238,8,40082,5010.250,6.263,255
1239,9,39803,4422.556,6.219,255
1240,8,40172,5021.500,6.277,255
1241,10,40867,4086.700,6.385,255
1242,11,40752,3704.727,6.367,255
1243,14,41581,2970.071,6.497,255
1244,12,40474,3372.833,6.324,255
1245,15,41430,2762.000,6.473,255
1246,14,42498,3035.571,6.640,255
1247,9,41503,4611.444,6.485,255
1248,9,42601,4733.444,6.656,255
1249,11,43000,3909.091,6.719,255
1250,11,43228,3929.818,6.754,255
1251,13,43198,3322.923,6.750,255
1252,14,45334,3238.143,7.083,255
1253,14,44528,3180.571,6.957,255
1254,14,44088,3149.143,6.889,255
1255,10,40929,4092.900,6.395,255
1256,10,43552,4355.200,6.805,255
1257,9,41804,4644.889,6.532,255
1258,12,43650,3637.500,6.820,255
1259,14,41727,2980.500,6.520,255
1260,13,43265,3328.077,6.760,255
1261,14,41877,2991.214,6.543,255
1262,10,41000,4100.000,6.406,255
1263,12,42533,3544.417,6.646,255
1264,14,40665,2904.643,6.354,255
1265,13,40769,3136.077,6.370,255
1266,16,40907,2556.688,6.392,255
1267,12,41077,3423.083,6.418,255
1268,11,41043,3731.182,6.413,255
1269,12,41424,3452.000,6.473,255
1270,11,41051,3731.909,6.414,255
1271,11,41820,3801.818,6.534,255
1272,14,40020,2858.571,6.253,255
1273,18,41474,2304.111,6.480,255
1274,13,41081,3160.077,6.419,255
1275,11,41609,3782.636,6.501,255
1276,13,42249,3249.923,6.601,255
1277,17,43274,2545.529,6.762,255
1278,12,42357,3529.750,6.618,255
1279,13,43410,3339.231,6.783,255
1280,12,41162,3430.167,6.432,255
1281,12,40696,3391.333,6.359,255
1282,12,40868,3405.667,6.386,255
1283,12,42017,3501.417,6.565,255
1284,15,41219,2747.933,6.440,255
1285,14,42724,3051.714,6.676,255
1286,13,41923,3224.846,6.550,255
1287,11,40529,3684.455,6.333,255
1288,14,41569,2969.214,6.495,255
1289,11,40400,3672.727,6.312,255
1290,14,41625,2973.214,6.504,255
1291,10,42128,4212.800,6.582,255
1292,13,42789,3291.462,6.686,255
1293,14,43562,3111.571,6.807,255
1294,12,41770,3480.833,6.527,255
1295,15,42801,2853.400,6.688,255
1296,13,42475,3267.308,6.637,255
1297,14,42782,3055.857,6.685,255
1298,13,42790,3291.538,6.686,255
1299,13,41191,3168.538,6.436,255
1300,9,40367,4485.222,6.307,255
1301,8,39785,4973.125,6.216,255
1302,9,40704,4522.667,6.360,255
1303,11,40872,3715.636,6.386,255
1304,11,41381,3761.909,6.466,255
1305,12,42014,3501.167,6.565,255
1306,11,44528,4048.000,6.957,255
1307,11,42990,3908.182,6.717,255
1308,14,42575,3041.071,6.652,255
1309,13,42160,3243.077,6.588,255
1310,10,42416,4241.600,6.628,255
1311,13,42257,3250.538,6.603,255
1312,11,40573,3688.455,6.340,255
1313,15,41606,2773.733,6.501,255
1314,14,43665,3118.929,6.823,255
1315,13,41304,3177.231,6.454,255
1316,11,41673,3788.455,6.511,255
1317,13,42343,3257.154,6.616,255
1318,12,41027,3418.917,6.410,255
1319,14,42469,3033.500,6.636,255
1320,15,42792,2852.800,6.686,255
1321,15,41830,2788.667,6.536,255
1322,10,39393,3939.300,6.155,255
1323,12,39985,3332.083,6.248,255
1324,11,38613,3510.273,6.033,255
1325,9,39188,4354.222,6.123,255
1326,9,39482,4386.889,6.169,255
1327,11,39285,3571.364,6.138,255
1328,11,39446,3586.000,6.163,255
1329,17,42062,2474.235,6.572,255
1330,11,40542,3685.636,6.335,255
1331,9,40538,4504.222,6.334,255
1332,10,40760,4076.000,6.369,255
1333,9,40018,4446.444,6.253,255
1334,12,39752,3312.667,6.211,255
1335,10,39793,3979.300,6.218,255
1336,13,38798,2984.462,6.062,255
1337,10,37887,3788.700,5.920,255
1338,15,39888,2659.200,6.232,255
1339,12,40358,3363.167,6.306,255
1340,13,40991,3153.154,6.405,255
1341,11,39820,3620.000,6.222,255
1342,13,40354,3104.154,6.305,255
1343,14,41130,2937.857,6.427,255
1344,13,41613,3201.000,6.502,255
1345,11,40224,3656.727,6.285,255
1346,10,40393,4039.300,6.311,255
1347,13,39946,3072.769,6.242,255
1348,15,40676,2711.733,6.356,255
1349,12,40926,3410.500,6.395,255
1350,12,40438,3369.833,6.318,255
1351,12,41381,3448.417,6.466,255
1352,10,39756,3975.600,6.212,255
1353,9,38242,4249.111,5.975,255
1354,10,39375,3937.500,6.152,255
1355,8,38565,4820.625,6.026,255
1356,11,40013,3637.545,6.252,255
1357,14,42048,3003.429,6.570,255
1358,10,39119,3911.900,6.112,255
1359,12,39336,3278.000,6.146,255
1360,12,39559,3296.583,6.181,255
1361,14,39909,2850.643,6.236,255
1362,9,38664,4296.000,6.041,255
1363,15,40486,2699.067,6.326,255
1364,9,39320,4368.889,6.144,255
1365,10,38838,3883.800,6.068,255
1366,13,39760,3058.462,6.213,255
1367,10,38301,3830.100,5.985,255
1368,13,38868,2989.846,6.073,255
1369,11,39888,3626.182,6.232,255
1370,11,39753,3613.909,6.211,255
1371,13,39029,3002.231,6.098,255
1372,15,38720,2581.333,6.050,255
1373,18,41148,2286.000,6.429,255
1374,12,39683,3306.917,6.200,255
1375,12,39752,3312.667,6.211,255
1376,12,39338,3278.167,6.147,255
1377,11,39414,3583.091,6.158,255
1378,14,40324,2880.286,6.301,255
1379,10,41264,4126.400,6.447,255
1380,13,40252,3096.308,6.289,255
1381,14,39802,2843.000,6.219,255
1382,13,40544,3118.769,6.335,255
1383,16,39902,2493.875,6.235,255
1384,13,38753,2981.000,6.055,255
1385,15,38395,2559.667,5.999,255
1386,17,39354,2314.941,6.149,255
1387,15,38978,2598.533,6.090,255
1388,11,39564,3596.727,6.182,255
1389,11,40138,3648.909,6.272,255
1390,12,40002,3333.500,6.250,255
1391,14,38715,2765.357,6.049,255
1392,16,39440,2465.000,6.162,255
1393,13,39225,3017.308,6.129,255
1394,15,39048,2603.200,6.101,255
1395,14,39033,2788.071,6.099,255
1396,17,37751,2220.647,5.899,255
1397,16,38532,2408.250,6.021,255
1398,17,38296,2252.706,5.984,255
1399,17,39571,2327.706,6.183,255
1400,14,39378,2812.714,6.153,255
1401,17,40487,2381.588,6.326,255
1402,14,40600,2900.000,6.344,255
1403,11,39121,3556.455,6.113,255
1404,12,40352,3362.667,6.305,255
1405,15,40629,2708.600,6.348,255
1406,12,39737,3311.417,6.209,255
1407,20,40480,2024.000,6.325,255
1408,18,40390,2243.889,6.311,255
1409,15,41097,2739.800,6.421,255
1410,15,40394,2692.933,6.312,255
1411,12,39007,3250.583,6.095,255
1412,14,38957,2782.643,6.087,255
1413,13,37841,2910.846,5.913,255
1414,14,38147,2724.786,5.960,255
1415,14,40096,2864.000,6.265,255
1416,15,40000,2666.667,6.250,255
1417,13,39764,3058.769,6.213,255
1418,10,38158,3815.800,5.962,255
1419,12,40513,3376.083,6.330,255
1420,12,38107,3175.583,5.954,255
1421,14,38830,2773.571,6.067,255
1422,15,38863,2590.867,6.072,255
1423,16,40071,2504.438,6.261,255
1424,13,38902,2992.462,6.078,255
1425,16,37906,2369.125,5.923,255
1426,14,39304,2807.429,6.141,255
1427,14,38806,2771.857,6.063,255
1428,14,38042,2717.286,5.944,255
1429,17,38005,2235.588,5.938,255
1430,12,37981,3165.083,5.935,255
1431,12,38423,3201.917,6.004,255
1432,16,39795,2487.188,6.218,255
1433,15,37986,2532.400,5.935,255
1434,15,38137,2542.467,5.959,255
1435,15,37200,2480.000,5.812,255
1436,9,37144,4127.111,5.804,255
1437,14,38097,2721.214,5.953,255
1438,11,37681,3425.545,5.888,255
1439,9,38136,4237.333,5.959,255
1440,7,37097,5299.571,5.796,255
1441,11,38592,3508.364,6.030,255
1442,10,38933,3893.300,6.083,255
1443,12,38492,3207.667,6.014,255
1444,11,38076,3461.455,5.949,255
1445,12,39344,3278.667,6.147,255
1446,12,40295,3357.917,6.296,255
1447,14,40641,2902.929,6.350,255
1448,9,38366,4262.889,5.995,255
1449,13,38885,2991.154,6.076,255
1450,10,38355,3835.500,5.993,255
1451,13,39012,3000.923,6.096,255
1452,13,38327,2948.231,5.989,255
1453,14,39322,2808.714,6.144,255
1454,13,39921,3070.846,6.238,255
1455,11,38801,3527.364,6.063,255
1456,14,39790,2842.143,6.217,255
1457,10,38960,3896.000,6.088,255
1458,9,38353,4261.444,5.993,255
1459,13,38145,2934.231,5.960,255
1460,11,37508,3409.818,5.861,255
1461,10,37999,3799.900,5.937,255
1462,11,37359,3396.273,5.837,255
1463,11,38370,3488.182,5.995,255
1464,14,39062,2790.143,6.103,255
1465,11,37175,3379.545,5.809,255
1466,12,37769,3147.417,5.901,255
1467,12,38132,3177.667,5.958,255
1468,14,38386,2741.857,5.998,255
1469,11,36942,3358.364,5.772,255
1470,15,38042,2536.133,5.944,255
1471,12,38109,3175.750,5.955,255
1472,11,36943,3358.455,5.772,255
1473,13,36801,2830.846,5.750,255
1474,11,36680,3334.545,5.731,255
1475,14,37726,2694.714,5.895,255
1476,17,37842,2226.000,5.913,255
1477,11,36502,3318.364,5.703,255
1478,14,37840,2702.857,5.912,255
1479,10,37030,3703.000,5.786,255
1480,11,37893,3444.818,5.921,255
1481,14,39138,2795.571,6.115,255
1482,13,38076,2928.923,5.949,255
1483,15,37931,2528.733,5.927,255
1484,15,37719,2514.600,5.894,255
1485,10,38160,3816.000,5.963,255
1486,12,36478,3039.833,5.700,255
1487,11,35941,3267.364,5.616,255
1488,11,37325,3393.182,5.832,255
1489,10,38197,3819.700,5.968,255
1490,14,37822,2701.571,5.910,255
1491,14,37403,2671.643,5.844,255
1492,12,36661,3055.083,5.728,255
1493,15,38118,2541.200,5.956,255
1494,16,38425,2401.562,6.004,255
1495,12,37599,3133.250,5.875,255
1496,12,35784,2982.000,5.591,255
1497,13,36784,2829.538,5.747,255
1498,10,36721,3672.100,5.738,255
1499,11,37385,3398.636,5.841,255
1500,10,36935,3693.500,5.771,255
1501,13,36264,2789.538,5.666,255
1502,11,35689,3244.455,5.576,255
1503,13,37702,2900.154,5.891,255
1504,9,37591,4176.778,5.874,255
1505,10,37750,3775.000,5.898,255
1506,14,37144,2653.143,5.804,255
1507,12,36469,3039.083,5.698,255
1508,8,36560,4570.000,5.713,255
1509,11,37244,3385.818,5.819,255
1510,15,37463,2497.533,5.854,255
1511,12,37434,3119.500,5.849,255
1512,13,39408,3031.385,6.157,255
1513,8,37458,4682.250,5.853,255
1514,10,37958,3795.800,5.931,255
1515,13,38824,2986.462,6.066,255
1516,13,39819,3063.000,6.222,255
1517,12,38638,3219.833,6.037,255
